0,뻐기다,"['뻐기', '다']"
1,답,['답']
2,그냥,['그냥']
2,그저,['그저']
3,대립,['대립']
4,신선하다,"['신선', '하', '다']"
4,새롭다,"['새롭', '다']"
5,오세아니아,"['오세', '아니', '아']"
6,황홀,['황홀']
6,휘황하다,"['휘황', '하', '다']"
6,휘황찬란하다,"['휘황찬란', '하', '다']"
7,못생기다,"['못', '생기', '다']"
7,못나다,"['못나', '다']"
7,추하다,"['추하', '다']"
7,밉다,"['밉', '다']"
8,잃어버리다,"['잃', '어', '버리', '다']"
8,분실,['분실']
8,잃다,"['잃', '다']"
9,잃어버리다,"['잃', '어', '버리', '다']"
9,분실,['분실']
9,잃다,"['잃', '다']"
10,식장,['식장']
11,홍콩,['홍콩']
12,대답,['대답']
13,신호등,['신호등']
14,보물,['보물']
14,보석,['보석']
14,보화,['보화']
15,전달,['전달']
15,전갈,['전갈']
15,전하다,"['전', '하', '다']"
16,터뜨리다,"['터뜨리', '다']"
16,폭발,['폭발']
16,폭파,['폭파']
17,레바논,['레바논']
18,화산,['화산']
19,보석상,['보석상']
20,겹치다,"['겹치', '다']"
21,장군,['장군']
22,축사,['축사']
23,원래,['원래']
24,식,['식']
24,축하,['축하']
25,실험,['실험']
26,기금,['기금']
27,유행,['유행']
28,신문사,['신문사']
29,신문,['신문']
30,오해,['오해']
31,반짝,['반짝']
32,세례,['세례']
33,원금,['원금']
33,자금,['자금']
33,원가,['원가']
34,전과,['전과']
35,고백,['고백']
35,고해,['고해']
36,맥주,['맥주']
37,전통,['전통']
38,등대,['등대']
39,빵,['빵']
40,선전,['선전']
41,대화,['대화']
41,대담,['대담']
42,별,['별']
43,불평,['불평']
44,신기록,"['신', '기록']"
45,행사장,['행사장']
46,새해,['새해']
47,본질,['본질']
47,본성,['본성']
48,고발,['고발']
48,고자질,['고자질']
48,일러바치다,"['일러바치', '다']"
49,날리다,"['날리', '다']"
50,근본,['근본']
50,기반,['기반']
50,기본,['기본']
50,기초,['기초']
50,바탕,['바탕']
50,뿌리,['뿌리']
51,새어머니,"['새', '어머니']"
52,새아버지,['새아버지']
53,빵집,['빵집']
54,광,['광']
54,광선,['광선']
54,라이트,['라이트']
54,빛,['빛']
54,조명,['조명']
54,비추다,"['비추', '다']"
54,비치다,"['비치', '다']"
55,신도시,"['신', '도시']"
56,혁신,['혁신']
57,게우다,"['게우', '다']"
57,구토,['구토']
57,토하다,"['토하', '다']"
58,제과점,['제과점']
59,오케이,['오케이']
60,망신,['망신']
61,뇌물을 주다,"['뇌물', '을', '주', '다']"
62,친구,['친구']
63,매수,['매수']
64,수뢰,['수뢰']
64,뇌물을 받다,"['뇌물', '을', '받', '다']"
65,고등,['고등']
66,고급,['고급']
67,문법,['문법']
68,글월,['글월']
68,문,['문']
68,문구,['문구']
68,문장,['문장']
69,배부르다,"['배부르', '다']"
69,부르다,"['부르', '다']"
70,불화,['불화']
71,입장을 바꾸다,"['입장', '을', '바꾸', '다']"
72,켜다,"['켜', '다']"
73,폴란드,['폴란드']
74,토요일,['토요일']
75,땅,['땅']
75,육지,['육지']
75,토지,['토지']
76,삼키다,"['삼키', '다']"
77,드레스,['드레스']
78,주다,['주다']
78,내밀다,"['내밀', '다']"
78,내주다,"['내', '주다']"
78,건네주다,"['건네', '주', '다']"
78,제공,['제공']
78,교부,['교부']
79,어지럽다,"['어지럽', '다']"
80,어마어마하다,"['어마어마', '하', '다']"
81,육군,['육군']
82,배낭,['배낭']
83,고등학교,['고등학교']
84,까다,"['까', '다']"
84,벗기다,"['벗기', '다']"
85,문인,['문인']
86,문어,['문어']
87,아프리카,['아프리카']
88,시인,['시인']
89,슬그머니,['슬그머니']
90,이불,['이불']
90,침구,['침구']
90,덮다,"['덮', '다']"
91,켜다,"['켜', '다']"
91,켜지다,"['켜', '지다']"
91,전깃불,['전깃불']
92,가입,['가입']
92,등록,['등록']
93,넣다,"['넣', '다']"
93,담그다,"['담그', '다']"
94,감,['감']
95,물러나다,"['물러나', '다']"
96,붓다,['붓다']
96,부풀다,"['부풀', '다']"
96,부풀리다,"['부풀리', '다']"
97,수제비,['수제비']
98,창원,['창원']
99,도토리,['도토리']
100,만,['만']
101,낙하산,['낙하산']
102,퇴직금,['퇴직금']
103,공수부대,['공수부대']
104,등록비,['등록비']
105,내려오다,"['내려오', '다']"
106,박학,['박학']
106,유식,['유식']
107,뽀뽀,['뽀뽀']
107,입맞춤,['입맞춤']
107,키스,['키스']
107,맞추다,"['맞추', '다']"
108,빼버리다,"['빼', '버리', '다']"
109,회비,['회비']
110,이어 내리다,"['이어', '내리', '다']"
111,고등학생,['고등학생']
112,회원,['회원']
113,호두,['호두']
114,탈퇴,['탈퇴']
115,이론,['이론']
116,틈,['틈']
117,균열,['균열']
118,자비,['자비']
119,유행,['유행']
120,터키,['터키']
121,중국,['중국']
122,맞추다,"['맞추', '다']"
123,속어,['속어']
123,비속어,['비속어']
124,호각,['호각']
124,호루라기,['호루라기']
124,휘슬,['휘슬']
125,짧다,"['짧', '다']"
126,늘이다,"['늘이', '다']"
126,늘다,"['늘', '다']"
126,늘리다,"['늘리', '다']"
127,숙부,['숙부']
127,작은아버지,['작은아버지']
128,특수 교육 지원 센터,"['특수교육', '지원', '센터']"
129,지점,['지점']
130,일개월,"['일', '개월']"
130,달,['달']
131,묵도,['묵도']
132,저자,['저자']
132,저작자,"['저작', '자']"
132,지은이,['지은이']
132,필자,['필자']
133,높이,['높이']
134,기타,['기타']
135,근방,['근방']
135,가까이,['가까이']
135,근처,['근처']
135,부근,['부근']
135,인근,['인근']
136,유예,['유예']
136,연기,['연기']
136,물리다,"['물리', '다']"
136,미루다,"['미루', '다']"
137,브래지어,['브래지어']
138,바느질,['바느질']
138,꿰매다,"['꿰매', '다']"
139,별로,['별로']
139,그다지,['그다지']
140,필기,['필기']
140,쓰다,"['쓰', '다']"
140,적다,['적다']
140,쓰기,"['쓰', '기']"
140,저술,['저술']
140,서술,['서술']
141,미미하다,"['미미', '하', '다']"
142,닫다,"['닫', '다']"
143,말없다,"['말', '없', '다']"
143,묵묵하다,"['묵묵', '하', '다']"
143,침묵,['침묵']
144,놀리다,"['놀리', '다']"
145,순서,['순서']
145,목차,['목차']
145,순번,['순번']
145,순위,['순위']
145,절차,['절차']
145,차례,['차례']
145,프로그램,['프로그램']
146,숙모,['숙모']
146,작은어머니,"['작', '은', '어머니']"
147,솔직하다,"['솔직', '하', '다']"
147,정직,['정직']
148,특히,['특히']
148,각별,['각별']
148,별,['별']
148,특별,['특별']
148,특수,['특수']
149,뜨다,"['뜨', '다']"
149,개안,['개안']
150,장롱,['장롱']
151,사기꾼,['사기꾼']
152,축구,['축구']
152,차다,['차다']
153,점차,['점차']
154,사기,['사기']
155,보류,['보류']
156,차다,['차다']
157,그만하다,"['그만', '하', '다']"
158,먼데,['먼데']
158,먼 곳,"['먼', '곳']"
159,방금,['방금']
160,성냥,['성냥']
161,월세,['월세']
162,월급,['월급']
162,급료,['급료']
162,봉급,['봉급']
163,영원,['영원']
163,무궁,['무궁']
163,길이,['길이']
163,불후,['불후']
163,영구,['영구']
163,영영,['영영']
164,지부,['지부']
165,이,['이']
166,작다,"['작', '다']"
166,다소,['다소']
166,약간,['약간']
166,조금,['조금']
166,약소하다,"['약소', '하', '다']"
166,자그마하다,"['자그마', '하', '다']"
166,적다,['적다']
166,조그마하다,"['조그마', '하', '다']"
167,울릉도,['울릉도']
168,울다,"['울', '다']"
169,연필,['연필']
170,사무원,['사무원']
171,사무실,['사무실']
171,서무실,['서무실']
172,사무,['사무']
173,위인,['위인']
174,준말,['준말']
175,머리카락,['머리카락']
175,모발,['모발']
175,두발,"['두', '발']"
175,머리털,['머리털']
176,기록,['기록']
176,기술,['기술']
177,미소,['미소']
178,슬프다,"['슬프', '다']"
178,슬픔,['슬픔']
178,슬퍼하다,"['슬퍼하', '다']"
178,설움,['설움']
179,음력,['음력']
180,음력,['음력']
181,음력,['음력']
182,옷,['옷']
182,의복,['의복']
182,의상,['의상']
183,가야금,['가야금']
184,가깝다,"['가깝', '다']"
185,길이,['길이']
185,장단,['장단']
186,길다,"['길', '다']"
186,오래다,"['오래', '다']"
186,오래,['오래']
187,긍휼,['긍휼']
188,멀다,"['멀', '다']"
188,멀리,['멀리']
189,껌,['껌']
190,깨다,"['깨', '다']"
191,지르다,"['지르', '다']"
192,특허권,"['특허', '권']"
193,특수 교육 대상자,"['특수교육', '대상자']"
194,특례,['특례']
195,불쌍하다,"['불쌍', '하', '다']"
195,가련하다,"['가련', '하', '다']"
195,가엾다,"['가엾', '다']"
195,애처롭다,"['애처롭', '다']"
195,측은하다,"['측은', '하', '다']"
196,봉급생활자,['봉급생활자']
197,울음,['울음']
198,소액 재판,"['소액', '재판']"
199,오열,['오열']
200,기다랗다,"['기다랗', '다']"
201,축구장,['축구장']
202,잠깐,['잠깐']
202,잠시,['잠시']
203,거의,['거의']
204,골인,['골인']
205,나비넥타이,['나비넥타이']
206,특수교육,"['특수', '교육']"
207,비정,['비정']
208,연지,['연지']
209,사무소,['사무소']
210,월부,['월부']
211,월,['월']
211,달,['달']
212,오랜만,['오랜만']
212,오래간만,['오래간만']
212,오랫동안,['오랫동안']
212,오랜,['오랜']
212,모처럼,['모처럼']
213,기자,['기자']
214,훌륭하다,"['훌륭', '하', '다']"
214,위대하다,"['위대', '하', '다']"
215,사무직,['사무직']
216,걷어차다,"['걷어차', '다']"
217,작은할아버지,"['작', '은', '할아버지']"
218,한참,['한참']
219,허술하다,"['허술', '하', '다']"
220,동기,['동기']
220,동창,['동창']
220,동창생,['동창생']
221,파키스탄,['파키스탄']
222,특성,['특성']
223,고루고루,['고루고루']
223,유사,['유사']
223,근사하다,"['근사', '하', '다']"
223,비슷하다,"['비슷', '하', '다']"
223,흡사,['흡사']
224,재단사,['재단사']
225,잣,['잣']
226,천,['천']
227,천년,"['천', '년']"
228,흙,['흙']
229,백,['백']
230,모래,['모래']
231,먼지,['먼지']
231,티끌,['티끌']
232,백화점,['백화점']
233,백제,['백제']
234,백일,['백일']
235,대가,['대가']
236,저울,['저울']
237,십,['십']
238,지다,['지다']
238,일몰,['일몰']
239,자금,['자금']
240,매입,['매입']
241,금리,['금리']
242,구매자,['구매자']
243,사용자,['사용자']
244,장,['장']
245,빠지다,"['빠지', '다']"
246,ㅇ,['ㅇ']
247,비리,['비리']
247,부정,['부정']
248,문득,['문득']
248,언뜻,['언뜻']
249,무성의하다,"['무성의', '하', '다']"
250,누명,['누명']
251,내다,"['내', '다']"
252,인상,['인상']
252,오르다,"['오르', '다']"
252,뛰다,"['뛰', '다']"
253,넘어가다,"['넘어가', '다']"
253,서,['서']
253,저물다,"['저물', '다']"
253,지다,['지다']
254,선교사,['선교사']
255,사용,['사용']
255,소비,['소비']
255,쓰다,"['쓰', '다']"
256,손목시계,['손목시계']
256,시계,['시계']
257,부끄럽다,"['부끄럽', '다']"
257,부끄러움,['부끄러움']
257,수줍다,"['수줍', '다']"
257,수치,['수치']
257,창피,['창피']
258,왕비,['왕비']
258,황후,['황후']
259,계,['계']
260,전도사,['전도사']
261,사탕,['사탕']
261,알사탕,['알사탕']
261,캔디,['캔디']
262,인정,['인정']
263,외할아버지,['외할아버지']
263,외조부,['외조부']
264,없어지다,"['없', '어', '지', '다']"
265,장사,['장사']
266,잔소리,['잔소리']
266,지껄이다,"['지껄이', '다']"
267,목소리,['목소리']
267,음성,['음성']
267,발음,['발음']
267,목청,['목청']
267,언성,['언성']
267,부르다,"['부르', '다']"
268,기침,['기침']
269,금전,['금전']
269,돈,['돈']
269,화폐,['화폐']
270,구입,['구입']
270,쇼핑,['쇼핑']
270,매수,['매수']
270,사다,"['사', '다']"
271,어머,['어머']
272,떠들다,"['떠들', '다']"
273,미안,['미안']
274,의,['의']
275,유익,['유익']
275,이익,['이익']
275,이득,['이득']
275,이롭다,"['이롭', '다']"
276,외할머니,['외할머니']
276,외조모,['외조모']
277,오르다,"['오르', '다']"
278,영업,['영업']
278,상업,['상업']
279,시월,['시월']
280,수입,['수입']
281,수,['수']
281,자수,['자수']
282,비율,['비율']
282,백분율,['백분율']
282,퍼센트,['퍼센트']
282,성향,['성향']
283,튀니지,['튀니지']
284,-면,['면']
284,임시,['임시']
284,그러면,"['그러', '면']"
285,뜨다,"['뜨', '다']"
285,동,['동']
285,해돋이,['해돋이']
286,횡재,['횡재']
287,현금,['현금']
287,맞돈,['맞돈']
287,현찰,['현찰']
288,비지땀,['비지땀']
289,투자,['투자']
290,죄송하다,"['죄송', '하', '다']"
290,사과,['사과']
291,지출,['지출']
292,재산,['재산']
293,제거,['제거']
294,가루,['가루']
294,분말,['분말']
295,성금,['성금']
296,싸다,"['싸', '다']"
297,보았다,"['보', '았', '다']"
298,출납,['출납']
299,잇다,"['잇', '다']"
300,감기,['감기']
301,비다,['비다']
302,모금,['모금']
303,여왕,['여왕']
304,연락,['연락']
304,연결,['연결']
305,실업,['실업']
306,실수,['실수']
307,부자,['부자']
308,부유,['부유']
309,올림픽,['올림픽']
310,찾다,"['찾', '다']"
311,인라인스케이트,['인라인스케이트']
312,없다,"['없', '다']"
313,외손자,['외손자']
314,외손녀,['외손녀']
315,본 적 없다,"['본', '적', '없', '다']"
316,경제,['경제']
317,간단하다,"['간단', '하', '다']"
317,간략하다,"['간략', '하', '다']"
317,간편하다,"['간편', '하', '다']"
317,단순,['단순']
317,편리,['편리']
317,편의,['편의']
318,대비,['대비']
319,왕,['왕']
319,제왕,['제왕']
319,황제,['황제']
320,왕,['왕']
320,제왕,['제왕']
320,황제,['황제']
321,왕,['왕']
321,제왕,['제왕']
321,황제,['황제']
322,욕심,['욕심']
322,탐,['탐']
323,계속,['계속']
323,연속,['연속']
323,이어,"['이', '어']"
323,내내,['내내']
323,-면서,['면서']
323,지속,['지속']
324,단추,['단추']
325,땀,['땀']
326,돼지,['돼지']
327,가치,['가치']
328,김씨,"['김', '씨']"
329,가늘다,"['가늘', '다']"
330,납부,['납부']
330,납입,['납입']
330,지급,['지급']
330,지불,['지불']
330,내다,"['내', '다']"
331,뇌물,['뇌물']
331,뇌물을 주다,"['뇌물', '을', '주', '다']"
332,보다,"['보', '다']"
332,시각,['시각']
333,대나무,['대나무']
334,기술,['기술']
334,재능,['재능']
334,재주,['재주']
335,기부,['기부']
336,모금,['모금']
336,수금,['수금']
336,헌금,['헌금']
337,뱉다,"['뱉', '다']"
338,수지,['수지']
339,수납,['수납']
339,보수,['보수']
340,침,['침']
341,신나다,"['신나', '다']"
342,이자,['이자']
343,고기,['고기']
343,가죽,['가죽']
343,살,['살']
344,용도,['용도']
345,서해,['서해']
346,서쪽,['서쪽']
347,요금,['요금']
348,시각장애인,"['시각', '장애', '인']"
349,노력,['노력']
349,안간힘,['안간힘']
349,공들이다,"['공들이', '다']"
